component,age_years,weight_kg,contains_lithium,contains_lead,contains_mercury,contains_cadmium,recyclable,material_type,weight_class,condition,region_risk,disposal_history,hazard_score
LED,10.1,18.72,0,0,0,0,1,semiconductor,light,broken,medium,none,55.34
LED,2.29,5.08,0,0,0,0,1,semiconductor,light,working,medium,none,23.36
LED,7.76,10.28,0,0,0,0,1,semiconductor,light,broken,medium,none,43.35
LED,8.29,13.96,0,0,0,0,1,semiconductor,light,damaged,high,formal,42.17
LED,6.17,17.79,0,0,0,0,1,semiconductor,light,damaged,medium,none,31.16
LED,5.84,10.33,0,0,0,0,1,semiconductor,light,damaged,medium,none,30.47
LED,8.48,12.06,0,0,0,0,1,semiconductor,light,working,medium,informal,33.47
LED,8.54,12.78,0,0,0,0,1,semiconductor,light,damaged,high,none,47.36
LED,4.34,17.63,0,0,0,0,1,semiconductor,light,damaged,high,informal,41.31
LED,3.01,10.85,0,0,0,0,1,semiconductor,light,damaged,medium,informal,33.57
LED,8.37,4.35,0,0,0,0,1,semiconductor,light,broken,high,none,51.74
LED,4.3,10.72,0,0,0,0,1,semiconductor,light,working,medium,formal,27.25
LED,4.99,9.98,0,0,0,0,1,semiconductor,light,broken,low,none,36.87
LED,2.46,0.74,0,0,0,0,1,semiconductor,light,working,high,informal,30.24
LED,0.76,14.34,0,0,0,0,1,semiconductor,light,working,high,formal,25.22
LED,4.47,15.23,0,0,0,0,1,semiconductor,light,broken,medium,none,39.46
LED,8.06,3.86,0,0,0,0,1,semiconductor,light,damaged,low,informal,31.57
LED,2.84,12.88,0,0,0,0,1,semiconductor,light,broken,low,informal,36.68
LED,6.32,10.88,0,0,0,0,1,semiconductor,light,damaged,medium,formal,29.16
LED,5.2,1.06,0,0,0,0,1,semiconductor,light,damaged,medium,informal,38.82
LED,1.6,7.1,0,0,0,0,1,semiconductor,light,damaged,high,none,27.61
LED,7.17,10.41,0,0,0,0,1,semiconductor,light,broken,high,none,48.44
LED,0.71,1.25,0,0,0,0,1,semiconductor,light,broken,high,informal,48.69
LED,10.75,11.88,0,0,0,0,1,semiconductor,light,broken,medium,formal,33.11
LED,6.84,2.12,0,0,0,0,1,semiconductor,light,broken,low,formal,22.06
LED,6.56,10.75,0,0,0,0,1,semiconductor,light,damaged,high,informal,47.86
LED,0.79,11.42,0,0,0,0,1,semiconductor,light,broken,low,informal,33.88
LED,11.15,7.07,0,0,0,0,1,semiconductor,light,damaged,high,formal,38.67
LED,6.41,16.72,0,0,0,0,1,semiconductor,light,broken,medium,formal,39.08
LED,6.02,17.18,0,0,0,0,1,semiconductor,light,broken,high,none,39.4
LED,9.41,14.8,0,0,0,0,1,semiconductor,light,damaged,low,none,41.71
LED,5.74,7.27,0,0,0,0,1,semiconductor,light,damaged,medium,formal,25.86
LED,2.65,8.13,0,0,0,0,1,semiconductor,light,broken,high,none,44.44
LED,11.31,2.82,0,0,0,0,1,semiconductor,light,working,medium,formal,28.03
LED,11.66,5.1,0,0,0,0,1,semiconductor,light,damaged,medium,formal,36.88
LED,7.29,8.87,0,0,0,0,1,semiconductor,light,damaged,medium,formal,21.42
LED,0.52,6.17,0,0,0,0,1,semiconductor,light,damaged,medium,formal,22.73
LED,6.34,13.85,0,0,0,0,1,semiconductor,light,damaged,high,informal,47.11
LED,5.42,14.03,0,0,0,0,1,semiconductor,light,damaged,medium,none,32.84
LED,2.51,6.78,0,0,0,0,1,semiconductor,light,working,medium,formal,22.38
LED,9.55,7.3,0,0,0,0,1,semiconductor,light,broken,medium,informal,46.89
LED,10.11,14.6,0,0,0,0,1,semiconductor,light,broken,low,informal,42.05
LED,8.36,11.76,0,0,0,0,1,semiconductor,light,broken,medium,informal,48.58
LED,1.92,13.81,0,0,0,0,1,semiconductor,light,broken,low,none,26.32
LED,5.33,3.89,0,0,0,0,1,semiconductor,light,damaged,medium,none,31.49
LED,9.4,12.14,0,0,0,0,1,semiconductor,light,working,high,none,37.7
LED,5.87,8.4,0,0,0,0,1,semiconductor,light,broken,medium,formal,28.69
LED,11.39,18.41,0,0,0,0,1,semiconductor,light,damaged,medium,formal,33.26
LED,2.34,0.16,0,0,0,0,1,semiconductor,light,damaged,low,formal,16.79
LED,1.38,4.11,0,0,0,0,1,semiconductor,light,broken,high,informal,39.58
LED,1.3,5.16,0,0,0,0,1,semiconductor,light,damaged,high,informal,35.59
LED,5.01,2.38,0,0,0,0,1,semiconductor,light,broken,medium,none,44.87
LED,10.93,18.42,0,0,0,0,1,semiconductor,light,damaged,medium,formal,33.37
LED,11.26,9.16,0,0,0,0,1,semiconductor,light,working,medium,formal,37.58
LED,4.38,1.44,0,0,0,0,1,semiconductor,light,broken,high,none,43.74
LED,4.72,15.22,0,0,0,0,1,semiconductor,light,damaged,low,formal,19.08
LED,11.98,0.99,0,0,0,0,1,semiconductor,light,damaged,medium,informal,38.47
LED,7.07,3.01,0,0,0,0,1,semiconductor,light,broken,medium,informal,44.88
LED,10.11,12.17,0,0,0,0,1,semiconductor,light,damaged,medium,none,39.33
LED,10.59,2.08,0,0,0,0,1,semiconductor,light,damaged,high,informal,42.32
LED,7.43,20.0,0,0,0,0,1,semiconductor,light,damaged,low,formal,18.96
LED,0.99,11.18,0,0,0,0,1,semiconductor,light,damaged,low,none,19.68
LED,4.46,19.81,0,0,0,0,1,semiconductor,light,damaged,high,informal,42.85
LED,9.62,15.38,0,0,0,0,1,semiconductor,light,damaged,high,none,37.62
LED,5.08,15.17,0,0,0,0,1,semiconductor,light,damaged,low,formal,24.91
LED,8.35,5.03,0,0,0,0,1,semiconductor,light,damaged,high,informal,41.17
LED,7.0,10.08,0,0,0,0,1,semiconductor,light,working,low,formal,15.09
LED,11.82,9.38,0,0,0,0,1,semiconductor,light,broken,high,informal,48.36
LED,8.42,5.45,0,0,0,0,1,semiconductor,light,broken,low,none,40.55
LED,1.65,17.62,0,0,0,0,1,semiconductor,light,damaged,medium,informal,35.65
LED,11.4,0.83,0,0,0,0,1,semiconductor,light,broken,medium,none,38.78
LED,4.91,9.44,0,0,0,0,1,semiconductor,light,broken,medium,informal,45.33
LED,7.2,2.87,0,0,0,0,1,semiconductor,light,damaged,medium,informal,40.19
LED,10.51,15.52,0,0,0,0,1,semiconductor,light,working,high,informal,36.52
LED,8.21,4.73,0,0,0,0,1,semiconductor,light,damaged,low,formal,28.53
LED,1.56,4.8,0,0,0,0,1,semiconductor,light,working,medium,formal,11.85
LED,11.37,18.66,0,0,0,0,1,semiconductor,light,working,medium,formal,27.32
LED,11.22,10.46,0,0,0,0,1,semiconductor,light,working,medium,formal,32.46
LED,5.9,7.68,0,0,0,0,1,semiconductor,light,working,low,formal,13.01
LED,9.79,2.71,0,0,0,0,1,semiconductor,light,damaged,medium,formal,30.13
LED,5.1,11.86,0,0,0,0,1,semiconductor,light,damaged,medium,informal,42.61
Resistor,8.2,0.54,0,0,0,0,1,ceramic,light,damaged,low,formal,24.15
Resistor,10.65,1.41,0,0,0,0,1,ceramic,light,damaged,medium,formal,26.71
Resistor,9.3,14.89,0,0,0,0,1,ceramic,light,broken,low,formal,29.2
Resistor,10.79,1.15,0,0,0,0,1,ceramic,light,damaged,medium,formal,29.91
Resistor,6.41,12.19,0,0,0,0,1,ceramic,light,working,medium,informal,26.27
Resistor,4.44,5.34,0,0,0,0,1,ceramic,light,broken,high,formal,30.92
Resistor,9.36,2.22,0,0,0,0,1,ceramic,light,working,medium,formal,20.52
Resistor,11.79,14.23,0,0,0,0,1,ceramic,light,damaged,medium,none,34.46
Resistor,8.67,15.24,0,0,0,0,1,ceramic,light,broken,low,none,31.48
Resistor,8.33,4.96,0,0,0,0,1,ceramic,light,damaged,medium,informal,25.07
Resistor,5.58,10.59,0,0,0,0,1,ceramic,light,damaged,medium,formal,22.11
Resistor,9.54,3.39,0,0,0,0,1,ceramic,light,working,high,informal,26.2
Resistor,11.44,14.29,0,0,0,0,1,ceramic,light,damaged,medium,informal,35.09
Resistor,6.41,0.22,0,0,0,0,1,ceramic,light,damaged,medium,informal,26.23
Resistor,2.96,11.04,0,0,0,0,1,ceramic,light,broken,low,formal,16.34
Resistor,4.86,16.36,0,0,0,0,1,ceramic,light,broken,low,informal,25.54
Resistor,7.82,10.44,0,0,0,0,1,ceramic,light,damaged,low,informal,31.61
Resistor,9.28,2.69,0,0,0,0,1,ceramic,light,working,high,informal,29.39
Resistor,10.36,1.17,0,0,0,0,1,ceramic,light,damaged,medium,none,30.1
Resistor,5.18,17.32,0,0,0,0,1,ceramic,light,broken,high,none,35.81
Resistor,0.57,0.96,0,0,0,0,1,ceramic,light,working,medium,none,15.57
Resistor,5.83,2.08,0,0,0,0,1,ceramic,light,damaged,medium,informal,28.83
Resistor,5.54,0.36,0,0,0,0,1,ceramic,light,broken,medium,informal,35.71
Resistor,3.5,15.99,0,0,0,0,1,ceramic,light,damaged,low,informal,19.12
Resistor,2.76,15.16,0,0,0,0,1,ceramic,light,damaged,high,none,30.31
Resistor,7.88,13.38,0,0,0,0,1,ceramic,light,broken,medium,informal,34.34
Resistor,7.82,5.97,0,0,0,0,1,ceramic,light,working,medium,formal,9.95
Resistor,9.15,7.51,0,0,0,0,1,ceramic,light,damaged,medium,none,35.04
Resistor,4.6,19.28,0,0,0,0,1,ceramic,light,broken,high,none,43.23
Resistor,9.03,13.93,0,0,0,0,1,ceramic,light,broken,high,none,32.46
Resistor,4.51,16.66,0,0,0,0,1,ceramic,light,damaged,medium,informal,27.25
Resistor,3.01,12.51,0,0,0,0,1,ceramic,light,damaged,high,informal,31.21
Resistor,3.13,7.64,0,0,0,0,1,ceramic,light,damaged,low,informal,17.35
Resistor,0.64,3.43,0,0,0,0,1,ceramic,light,broken,low,formal,18.77
Resistor,9.21,11.73,0,0,0,0,1,ceramic,light,broken,high,formal,36.08
Resistor,6.86,12.89,0,0,0,0,1,ceramic,light,working,high,informal,29.63
Resistor,1.16,18.75,0,0,0,0,1,ceramic,light,damaged,medium,informal,21.49
Resistor,1.38,14.12,0,0,0,0,1,ceramic,light,damaged,medium,formal,8.74
Resistor,8.78,16.68,0,0,0,0,1,ceramic,light,damaged,medium,formal,33.42
Resistor,11.06,7.63,0,0,0,0,1,ceramic,light,broken,medium,none,36.3
Resistor,5.08,6.39,0,0,0,0,1,ceramic,light,broken,low,formal,21.64
Resistor,5.12,3.74,0,0,0,0,1,ceramic,light,damaged,medium,informal,27.1
Resistor,0.97,13.13,0,0,0,0,1,ceramic,light,broken,high,none,33.02
Resistor,4.21,0.28,0,0,0,0,1,ceramic,light,broken,high,none,35.38
Resistor,3.16,5.04,0,0,0,0,1,ceramic,light,damaged,high,formal,21.61
Resistor,9.8,18.41,0,0,0,0,1,ceramic,light,damaged,medium,none,34.17
Resistor,6.59,13.69,0,0,0,0,1,ceramic,light,damaged,low,none,26.28
Resistor,3.77,6.36,0,0,0,0,1,ceramic,light,damaged,high,informal,27.93
Resistor,10.65,6.15,0,0,0,0,1,ceramic,light,damaged,high,formal,30.28
Resistor,4.59,6.45,0,0,0,0,1,ceramic,light,damaged,low,none,10.54
Resistor,11.25,11.31,0,0,0,0,1,ceramic,light,damaged,low,none,30.21
Resistor,11.76,11.91,0,0,0,0,1,ceramic,light,broken,medium,formal,26.02
Resistor,9.67,0.71,0,0,0,0,1,ceramic,light,broken,low,none,32.81
Resistor,7.37,9.16,0,0,0,0,1,ceramic,light,damaged,medium,informal,24.93
Resistor,5.54,7.18,0,0,0,0,1,ceramic,light,damaged,low,none,16.04
Resistor,5.99,17.33,0,0,0,0,1,ceramic,light,working,medium,informal,21.2
Resistor,2.45,16.35,0,0,0,0,1,ceramic,light,damaged,medium,none,25.06
Resistor,7.74,14.82,0,0,0,0,1,ceramic,light,broken,low,none,31.38
Resistor,7.56,1.4,0,0,0,0,1,ceramic,light,damaged,low,none,26.49
Resistor,2.61,12.12,0,0,0,0,1,ceramic,light,working,medium,none,15.38
Resistor,8.81,16.3,0,0,0,0,1,ceramic,light,broken,low,informal,33.51
Resistor,2.69,11.06,0,0,0,0,1,ceramic,light,damaged,medium,none,30.16
Resistor,5.19,0.54,0,0,0,0,1,ceramic,light,working,high,none,20.13
Resistor,11.29,13.26,0,0,0,0,1,ceramic,light,broken,high,informal,50.69
Resistor,6.01,3.73,0,0,0,0,1,ceramic,light,damaged,high,none,31.12
Resistor,1.49,1.15,0,0,0,0,1,ceramic,light,damaged,medium,informal,29.82
Resistor,0.57,19.79,0,0,0,0,1,ceramic,light,damaged,high,informal,28.84
Resistor,8.66,10.55,0,0,0,0,1,ceramic,light,damaged,low,none,23.97
Resistor,10.98,1.87,0,0,0,0,1,ceramic,light,damaged,high,formal,33.9
Resistor,7.36,8.32,0,0,0,0,1,ceramic,light,damaged,low,none,32.21
Resistor,9.08,13.42,0,0,0,0,1,ceramic,light,damaged,low,formal,20.74
Resistor,4.03,2.05,0,0,0,0,1,ceramic,light,working,medium,none,22.38
Resistor,11.07,17.94,0,0,0,0,1,ceramic,light,broken,high,informal,47.61
Resistor,2.96,5.35,0,0,0,0,1,ceramic,light,working,medium,informal,15.1
Resistor,2.27,9.07,0,0,0,0,1,ceramic,light,broken,medium,none,25.83
Resistor,7.12,9.27,0,0,0,0,1,ceramic,light,damaged,high,none,31.81
Resistor,11.34,7.97,0,0,0,0,1,ceramic,light,working,medium,formal,15.29
Resistor,5.06,2.23,0,0,0,0,1,ceramic,light,working,medium,informal,17.39
Resistor,8.65,13.21,0,0,0,0,1,ceramic,light,working,medium,formal,19.29
Resistor,2.82,6.83,0,0,0,0,1,ceramic,light,broken,medium,none,31.04
Resistor,3.54,4.21,0,0,0,0,1,ceramic,light,broken,medium,none,37.52
Resistor,8.96,5.41,0,0,0,0,1,ceramic,light,damaged,high,informal,44.6
Resistor,6.78,14.06,0,0,0,0,1,ceramic,light,broken,medium,informal,36.7
Resistor,8.91,9.27,0,0,0,0,1,ceramic,light,damaged,medium,none,31.43
Resistor,10.66,2.18,0,0,0,0,1,ceramic,light,damaged,medium,none,27.47
Resistor,0.8,11.31,0,0,0,0,1,ceramic,light,working,high,none,25.74
Resistor,5.8,8.59,0,0,0,0,1,ceramic,light,broken,medium,formal,25.03
Resistor,2.15,0.53,0,0,0,0,1,ceramic,light,working,high,formal,17.61
Resistor,8.88,5.05,0,0,0,0,1,ceramic,light,damaged,high,formal,24.74
Resistor,1.76,9.8,0,0,0,0,1,ceramic,light,damaged,medium,none,17.44
Resistor,6.76,0.65,0,0,0,0,1,ceramic,light,damaged,low,informal,21.11
Resistor,9.92,18.22,0,0,0,0,1,ceramic,light,broken,medium,informal,41.36
Resistor,11.02,6.42,0,0,0,0,1,ceramic,light,broken,low,formal,31.14
Resistor,9.57,18.6,0,0,0,0,1,ceramic,light,working,low,none,22.6
Resistor,2.54,13.65,0,0,0,0,1,ceramic,light,damaged,low,formal,17.76
Resistor,8.64,12.44,0,0,0,0,1,ceramic,light,damaged,medium,formal,24.64
Resistor,5.2,0.58,0,0,0,0,1,ceramic,light,working,medium,informal,20.66
Resistor,6.82,1.57,0,0,0,0,1,ceramic,light,broken,low,none,27.05
Resistor,0.5,17.65,0,0,0,0,1,ceramic,light,working,high,informal,18.12
Resistor,1.32,15.35,0,0,0,0,1,ceramic,light,working,high,formal,20.6
Resistor,6.01,14.46,0,0,0,0,1,ceramic,light,damaged,low,none,22.69
Resistor,4.68,5.15,0,0,0,0,1,ceramic,light,broken,medium,informal,23.18
Resistor,5.14,14.26,0,0,0,0,1,ceramic,light,broken,medium,informal,35.64
Resistor,1.2,1.92,0,0,0,0,1,ceramic,light,working,medium,none,18.33
Resistor,4.1,7.69,0,0,0,0,1,ceramic,light,broken,high,none,33.66
Resistor,0.68,2.15,0,0,0,0,1,ceramic,light,damaged,medium,formal,13.45
Resistor,2.07,3.63,0,0,0,0,1,ceramic,light,damaged,medium,informal,20.69
Resistor,1.61,4.54,0,0,0,0,1,ceramic,light,broken,high,informal,29.54
Resistor,11.04,12.86,0,0,0,0,1,ceramic,light,working,high,formal,20.51
Resistor,5.01,12.92,0,0,0,0,1,ceramic,light,damaged,medium,informal,30.33
Resistor,4.43,19.19,0,0,0,0,1,ceramic,light,broken,medium,formal,23.67
Resistor,2.92,7.33,0,0,0,0,1,ceramic,light,broken,low,formal,21.0
Resistor,6.18,5.54,0,0,0,0,1,ceramic,light,damaged,medium,informal,26.74
Resistor,1.11,12.17,0,0,0,0,1,ceramic,light,broken,medium,none,25.19
Resistor,8.7,18.71,0,0,0,0,1,ceramic,light,working,low,formal,14.67
Resistor,7.11,1.68,0,0,0,0,1,ceramic,light,damaged,medium,informal,31.08
Resistor,3.47,1.47,0,0,0,0,1,ceramic,light,broken,medium,informal,32.19
Resistor,7.0,18.03,0,0,0,0,1,ceramic,light,damaged,high,none,32.14
Resistor,7.13,18.68,0,0,0,0,1,ceramic,light,damaged,medium,formal,28.93
Resistor,9.4,3.0,0,0,0,0,1,ceramic,light,damaged,low,none,28.84
Resistor,2.32,18.08,0,0,0,0,1,ceramic,light,working,medium,none,13.08
Resistor,6.19,1.7,0,0,0,0,1,ceramic,light,broken,medium,formal,27.28
Resistor,6.98,1.55,0,0,0,0,1,ceramic,light,broken,high,none,34.24
Resistor,0.9,13.03,0,0,0,0,1,ceramic,light,damaged,medium,none,15.42
Resistor,2.43,0.2,0,0,0,0,1,ceramic,light,working,low,formal,0.0
Resistor,2.58,15.0,0,0,0,0,1,ceramic,light,working,medium,informal,17.21
Resistor,6.39,18.68,0,0,0,0,1,ceramic,light,working,medium,none,13.28
Resistor,5.07,13.61,0,0,0,0,1,ceramic,light,broken,low,formal,24.6
Resistor,4.24,4.66,0,0,0,0,1,ceramic,light,damaged,low,formal,13.66
Resistor,3.33,18.66,0,0,0,0,1,ceramic,light,broken,high,formal,28.28
Resistor,10.12,8.17,0,0,0,0,1,ceramic,light,damaged,medium,none,32.34
Resistor,11.17,4.77,0,0,0,0,1,ceramic,light,damaged,low,none,27.96
Resistor,2.28,17.23,0,0,0,0,1,ceramic,light,damaged,medium,formal,19.67
Resistor,0.79,8.13,0,0,0,0,1,ceramic,light,working,medium,formal,6.64
Resistor,3.4,17.55,0,0,0,0,1,ceramic,light,damaged,medium,informal,23.36
Resistor,6.78,4.76,0,0,0,0,1,ceramic,light,damaged,medium,none,24.58
Resistor,11.4,2.32,0,0,0,0,1,ceramic,light,damaged,medium,formal,28.36
Resistor,6.07,10.76,0,0,0,0,1,ceramic,light,working,medium,none,22.1
Resistor,7.1,5.31,0,0,0,0,1,ceramic,light,damaged,medium,informal,20.0
Resistor,8.77,17.68,0,0,0,0,1,ceramic,light,working,high,informal,29.52
Resistor,8.56,17.11,0,0,0,0,1,ceramic,light,damaged,high,formal,32.07
Resistor,10.51,17.85,0,0,0,0,1,ceramic,light,damaged,medium,informal,29.11
Resistor,11.77,6.4,0,0,0,0,1,ceramic,light,broken,medium,informal,40.7
Resistor,7.07,18.76,0,0,0,0,1,ceramic,light,working,medium,none,20.1
Resistor,9.07,18.1,0,0,0,0,1,ceramic,light,working,low,informal,20.28
Resistor,1.2,10.45,0,0,0,0,1,ceramic,light,damaged,low,informal,12.37
Resistor,5.0,19.8,0,0,0,0,1,ceramic,light,working,medium,none,17.96
Resistor,8.51,2.22,0,0,0,0,1,ceramic,light,damaged,high,informal,39.25
Resistor,8.58,14.92,0,0,0,0,1,ceramic,light,damaged,high,informal,38.95
Resistor,5.3,15.01,0,0,0,0,1,ceramic,light,damaged,medium,none,24.05
semiconductor-diode,7.22,7.82,0,0,0,0,1,semiconductor,light,working,high,formal,30.23
semiconductor-diode,7.85,18.44,0,0,0,0,1,semiconductor,light,working,medium,none,35.16
semiconductor-diode,9.21,10.52,0,0,0,0,1,semiconductor,light,damaged,high,none,43.27
semiconductor-diode,11.96,8.7,0,0,0,0,1,semiconductor,light,working,medium,formal,34.0
semiconductor-diode,1.9,5.64,0,0,0,0,1,semiconductor,light,working,medium,formal,18.89
semiconductor-diode,7.08,19.29,0,0,0,0,1,semiconductor,light,broken,high,formal,43.77
semiconductor-diode,3.55,1.54,0,0,0,0,1,semiconductor,light,broken,low,informal,33.98
semiconductor-diode,11.89,15.14,0,0,0,0,1,semiconductor,light,broken,medium,none,43.78
semiconductor-diode,7.92,18.92,0,0,0,0,1,semiconductor,light,damaged,medium,none,42.26
semiconductor-diode,11.77,9.88,0,0,0,0,1,semiconductor,light,damaged,medium,none,39.94
semiconductor-diode,7.92,0.9,0,0,0,0,1,semiconductor,light,damaged,low,none,33.18
semiconductor-diode,9.68,0.94,0,0,0,0,1,semiconductor,light,working,medium,formal,20.51
semiconductor-diode,4.39,19.96,0,0,0,0,1,semiconductor,light,broken,high,none,41.14
semiconductor-diode,3.19,16.6,0,0,0,0,1,semiconductor,light,damaged,low,informal,26.81
semiconductor-diode,6.33,10.57,0,0,0,0,1,semiconductor,light,broken,medium,none,49.01
semiconductor-diode,11.2,18.15,0,0,0,0,1,semiconductor,light,working,low,informal,30.47
semiconductor-diode,5.46,12.82,0,0,0,0,1,semiconductor,light,broken,low,informal,39.63
semiconductor-diode,11.59,9.58,0,0,0,0,1,semiconductor,light,working,high,none,39.94
semiconductor-diode,4.58,17.75,0,0,0,0,1,semiconductor,light,broken,medium,informal,45.29
semiconductor-diode,5.56,6.05,0,0,0,0,1,semiconductor,light,working,medium,formal,16.97
semiconductor-diode,6.73,12.04,0,0,0,0,1,semiconductor,light,damaged,medium,informal,38.72
semiconductor-diode,11.86,8.8,0,0,0,0,1,semiconductor,light,damaged,low,none,42.05
semiconductor-diode,10.29,18.85,0,0,0,0,1,semiconductor,light,broken,medium,informal,57.55
semiconductor-diode,2.31,17.12,0,0,0,0,1,semiconductor,light,broken,medium,formal,26.17
semiconductor-diode,2.12,13.68,0,0,0,0,1,semiconductor,light,damaged,high,none,40.79
semiconductor-diode,1.03,18.64,0,0,0,0,1,semiconductor,light,damaged,high,informal,46.2
semiconductor-diode,8.67,1.13,0,0,0,0,1,semiconductor,light,damaged,high,none,42.48
semiconductor-diode,11.72,19.9,0,0,0,0,1,semiconductor,light,working,high,formal,37.88
semiconductor-diode,8.43,6.77,0,0,0,0,1,semiconductor,light,broken,low,informal,35.81
semiconductor-diode,7.92,2.63,0,0,0,0,1,semiconductor,light,broken,high,none,47.49
semiconductor-diode,10.39,7.2,0,0,0,0,1,semiconductor,light,damaged,medium,formal,34.66
semiconductor-diode,0.94,14.39,0,0,0,0,1,semiconductor,light,damaged,high,informal,39.37
semiconductor-diode,1.75,18.64,0,0,0,0,1,semiconductor,light,damaged,high,informal,32.75
semiconductor-diode,2.8,10.86,0,0,0,0,1,semiconductor,light,damaged,medium,none,35.73
semiconductor-diode,8.44,0.93,0,0,0,0,1,semiconductor,light,damaged,medium,formal,32.23
semiconductor-diode,9.55,18.47,0,0,0,0,1,semiconductor,light,damaged,low,none,43.3
semiconductor-diode,11.49,11.61,0,0,0,0,1,semiconductor,light,damaged,medium,informal,44.1
semiconductor-diode,7.73,15.8,0,0,0,0,1,semiconductor,light,working,low,informal,29.88
semiconductor-diode,2.53,12.7,0,0,0,0,1,semiconductor,light,damaged,high,none,32.75
semiconductor-diode,7.94,19.86,0,0,0,0,1,semiconductor,light,damaged,low,formal,28.93
semiconductor-diode,4.18,3.92,0,0,0,0,1,semiconductor,light,broken,high,formal,36.5
semiconductor-diode,10.95,10.06,0,0,0,0,1,semiconductor,light,damaged,medium,informal,40.01
semiconductor-diode,4.94,6.8,0,0,0,0,1,semiconductor,light,damaged,medium,formal,28.42
semiconductor-diode,5.27,12.58,0,0,0,0,1,semiconductor,light,broken,low,formal,28.3
semiconductor-diode,2.73,10.05,0,0,0,0,1,semiconductor,light,damaged,high,formal,37.04
semiconductor-diode,10.97,19.18,0,0,0,0,1,semiconductor,light,broken,high,formal,48.93
semiconductor-diode,2.77,0.14,0,0,0,0,1,semiconductor,light,broken,high,formal,44.62
semiconductor-diode,11.17,12.94,0,0,0,0,1,semiconductor,light,broken,medium,informal,51.94
semiconductor-diode,6.74,7.68,0,0,0,0,1,semiconductor,light,working,high,none,32.97
semiconductor-diode,6.51,7.21,0,0,0,0,1,semiconductor,light,working,medium,formal,29.78
semiconductor-diode,1.42,15.11,0,0,0,0,1,semiconductor,light,working,high,informal,24.48
semiconductor-diode,10.2,7.23,0,0,0,0,1,semiconductor,light,damaged,high,informal,53.0
semiconductor-diode,0.69,7.81,0,0,0,0,1,semiconductor,light,damaged,medium,informal,32.33
semiconductor-diode,9.2,8.27,0,0,0,0,1,semiconductor,light,damaged,low,formal,28.54
semiconductor-diode,2.28,9.64,0,0,0,0,1,semiconductor,light,damaged,high,formal,35.31
semiconductor-diode,6.44,17.46,0,0,0,0,1,semiconductor,light,working,low,none,35.43
semiconductor-diode,4.47,0.36,0,0,0,0,1,semiconductor,light,damaged,medium,informal,35.08
semiconductor-diode,6.05,9.19,0,0,0,0,1,semiconductor,light,broken,low,none,33.43
semiconductor-diode,7.19,15.92,0,0,0,0,1,semiconductor,light,damaged,medium,none,36.62
semiconductor-diode,2.79,9.93,0,0,0,0,1,semiconductor,light,broken,medium,none,39.88
semiconductor-diode,8.64,15.58,0,0,0,0,1,semiconductor,light,damaged,medium,none,45.29
semiconductor-diode,4.47,13.4,0,0,0,0,1,semiconductor,light,damaged,low,none,33.24
semiconductor-diode,6.5,13.67,0,0,0,0,1,semiconductor,light,damaged,medium,informal,32.41
semiconductor-diode,8.73,16.12,0,0,0,0,1,semiconductor,light,damaged,medium,none,42.43
semiconductor-diode,8.5,14.08,0,0,0,0,1,semiconductor,light,damaged,medium,informal,38.51
semiconductor-diode,8.46,1.87,0,0,0,0,1,semiconductor,light,broken,high,none,49.24
semiconductor-diode,10.93,8.18,0,0,0,0,1,semiconductor,light,broken,low,formal,34.74
semiconductor-diode,8.25,0.87,0,0,0,0,1,semiconductor,light,broken,low,none,44.15
semiconductor-diode,3.08,1.38,0,0,0,0,1,semiconductor,light,damaged,low,none,25.81
semiconductor-diode,7.03,5.71,0,0,0,0,1,semiconductor,light,damaged,high,formal,33.63
semiconductor-diode,1.45,6.57,0,0,0,0,1,semiconductor,light,damaged,medium,informal,24.84
semiconductor-diode,7.95,19.33,0,0,0,0,1,semiconductor,light,damaged,high,informal,41.96
semiconductor-diode,0.85,3.32,0,0,0,0,1,semiconductor,light,damaged,medium,formal,17.46
semiconductor-diode,1.91,5.93,0,0,0,0,1,semiconductor,light,broken,medium,none,34.15
semiconductor-diode,7.54,8.55,0,0,0,0,1,semiconductor,light,working,medium,informal,28.34
semiconductor-diode,1.84,17.6,0,0,0,0,1,semiconductor,light,damaged,medium,informal,30.74
semiconductor-diode,10.53,10.94,0,0,0,0,1,semiconductor,light,damaged,high,none,49.14
semiconductor-diode,6.77,11.09,0,0,0,0,1,semiconductor,light,damaged,medium,none,38.95
semiconductor-diode,1.75,19.23,0,0,0,0,1,semiconductor,light,broken,medium,informal,37.87
semiconductor-diode,8.11,12.68,0,0,0,0,1,semiconductor,light,damaged,medium,none,34.13
semiconductor-diode,0.8,9.02,0,0,0,0,1,semiconductor,light,broken,medium,none,36.97
semiconductor-diode,1.13,9.83,0,0,0,0,1,semiconductor,light,working,low,informal,21.39
semiconductor-diode,2.29,19.27,0,0,0,0,1,semiconductor,light,broken,medium,informal,45.11
semiconductor-diode,7.72,0.02,0,0,0,0,1,semiconductor,light,broken,high,informal,52.83
semiconductor-diode,10.88,18.17,0,0,0,0,1,semiconductor,light,damaged,medium,none,36.83
semiconductor-diode,2.6,17.92,0,0,0,0,1,semiconductor,light,broken,low,none,29.34
semiconductor-diode,8.91,17.01,0,0,0,0,1,semiconductor,light,working,medium,none,40.69
semiconductor-diode,9.91,7.49,0,0,0,0,1,semiconductor,light,broken,low,formal,39.95
